"","name","n_in","complete","teval_lik","pkg","n_out","ny_out","nx_out","teval_pred","teval_var","teval_both"
"291","treed_21632",21632,TRUE,NA,"fields",88,8,11,NA,NA,NA
"292","treed_21632",21632,TRUE,NA,"fields",352,16,22,NA,NA,NA
"293","treed_21632",21632,TRUE,NA,"fields",1376,32,43,NA,NA,NA
"294","treed_21632",21632,TRUE,NA,"fields",5440,64,85,NA,NA,NA
"295","treed_21632",21632,TRUE,NA,"fields",21632,128,169,NA,NA,NA
"296","treed_21632",21632,TRUE,NA,"fields",86528,256,338,NA,NA,NA
"297","treed_21632",21632,TRUE,NA,"fields",344925,511,675,NA,NA,NA
"298","treed_21632",21632,TRUE,NA,"fields",1377329,1021,1349,NA,NA,NA
"299","treed_21632",21632,TRUE,NA,"fields",5504577,2041,2697,NA,NA,NA
"300","treed_21632",21632,TRUE,NA,"fields",22008833,4081,5393,NA,NA,NA
"301","treed_21632",21632,TRUE,NA,"geoR",88,8,11,NA,NA,NA
"302","treed_21632",21632,TRUE,NA,"geoR",352,16,22,NA,NA,NA
"303","treed_21632",21632,TRUE,NA,"geoR",1376,32,43,NA,NA,NA
"304","treed_21632",21632,TRUE,NA,"geoR",5440,64,85,NA,NA,NA
"305","treed_21632",21632,TRUE,NA,"geoR",21632,128,169,NA,NA,NA
"306","treed_21632",21632,TRUE,NA,"geoR",86528,256,338,NA,NA,NA
"307","treed_21632",21632,TRUE,NA,"geoR",344925,511,675,NA,NA,NA
"308","treed_21632",21632,TRUE,NA,"geoR",1377329,1021,1349,NA,NA,NA
"309","treed_21632",21632,TRUE,NA,"geoR",5504577,2041,2697,NA,NA,NA
"310","treed_21632",21632,TRUE,NA,"geoR",22008833,4081,5393,NA,NA,NA
"311","treed_21632",21632,TRUE,NA,"gstat",88,8,11,NA,NA,NA
"312","treed_21632",21632,TRUE,NA,"gstat",352,16,22,NA,NA,NA
"313","treed_21632",21632,TRUE,NA,"gstat",1376,32,43,NA,NA,NA
"314","treed_21632",21632,TRUE,NA,"gstat",5440,64,85,NA,NA,NA
"315","treed_21632",21632,TRUE,NA,"gstat",21632,128,169,NA,NA,NA
"316","treed_21632",21632,TRUE,NA,"gstat",86528,256,338,NA,NA,NA
"317","treed_21632",21632,TRUE,NA,"gstat",344925,511,675,NA,NA,NA
"318","treed_21632",21632,TRUE,NA,"gstat",1377329,1021,1349,NA,NA,NA
"319","treed_21632",21632,TRUE,NA,"gstat",5504577,2041,2697,NA,NA,NA
"320","treed_21632",21632,TRUE,NA,"gstat",22008833,4081,5393,NA,NA,NA
"321","treed_86528",86528,TRUE,0.1032498,"snapKrig",88,8,11,0.0035745,0.0075711,0.0111456
"322","treed_86528",86528,TRUE,0.1032498,"snapKrig",352,16,22,0.003849,0.0220397,0.0258887
"323","treed_86528",86528,TRUE,0.1032498,"snapKrig",1376,32,43,0.0054195,0.0922795,0.097699
"324","treed_86528",86528,TRUE,0.1032498,"snapKrig",5440,64,85,0.0128495,1.4479495,1.460799
"325","treed_86528",86528,TRUE,0.1032498,"snapKrig",21632,128,169,0.0527436,10.1571216,10.2098652
"326","treed_86528",86528,TRUE,0.1032498,"snapKrig",86528,256,338,0.345817,99.7500648,100.0958818
"327","treed_86528",86528,TRUE,0.1032498,"snapKrig",344925,511,675,0.4254715,NA,NA
"328","treed_86528",86528,TRUE,0.1032498,"snapKrig",1377329,1021,1349,0.7746654,NA,NA
"329","treed_86528",86528,TRUE,0.1032498,"snapKrig",5504577,2041,2697,2.562042,NA,NA
"330","treed_86528",86528,TRUE,0.1032498,"snapKrig",22008833,4081,5393,8.4991299,NA,NA
"331","treed_86528",86528,TRUE,NA,"fields",88,8,11,NA,NA,NA
"332","treed_86528",86528,TRUE,NA,"fields",352,16,22,NA,NA,NA
"333","treed_86528",86528,TRUE,NA,"fields",1376,32,43,NA,NA,NA
"334","treed_86528",86528,TRUE,NA,"fields",5440,64,85,NA,NA,NA
"335","treed_86528",86528,TRUE,NA,"fields",21632,128,169,NA,NA,NA
"336","treed_86528",86528,TRUE,NA,"fields",86528,256,338,NA,NA,NA
"337","treed_86528",86528,TRUE,NA,"fields",344925,511,675,NA,NA,NA
"338","treed_86528",86528,TRUE,NA,"fields",1377329,1021,1349,NA,NA,NA
"339","treed_86528",86528,TRUE,NA,"fields",5504577,2041,2697,NA,NA,NA
"340","treed_86528",86528,TRUE,NA,"fields",22008833,4081,5393,NA,NA,NA
"341","treed_86528",86528,TRUE,NA,"geoR",88,8,11,NA,NA,NA
"342","treed_86528",86528,TRUE,NA,"geoR",352,16,22,NA,NA,NA
"343","treed_86528",86528,TRUE,NA,"geoR",1376,32,43,NA,NA,NA
"344","treed_86528",86528,TRUE,NA,"geoR",5440,64,85,NA,NA,NA
"345","treed_86528",86528,TRUE,NA,"geoR",21632,128,169,NA,NA,NA
"346","treed_86528",86528,TRUE,NA,"geoR",86528,256,338,NA,NA,NA
"347","treed_86528",86528,TRUE,NA,"geoR",344925,511,675,NA,NA,NA
"348","treed_86528",86528,TRUE,NA,"geoR",1377329,1021,1349,NA,NA,NA
"349","treed_86528",86528,TRUE,NA,"geoR",5504577,2041,2697,NA,NA,NA
"350","treed_86528",86528,TRUE,NA,"geoR",22008833,4081,5393,NA,NA,NA
"351","treed_86528",86528,TRUE,NA,"gstat",88,8,11,NA,NA,NA
"352","treed_86528",86528,TRUE,NA,"gstat",352,16,22,NA,NA,NA
"353","treed_86528",86528,TRUE,NA,"gstat",1376,32,43,NA,NA,NA
"354","treed_86528",86528,TRUE,NA,"gstat",5440,64,85,NA,NA,NA
"355","treed_86528",86528,TRUE,NA,"gstat",21632,128,169,NA,NA,NA
"356","treed_86528",86528,TRUE,NA,"gstat",86528,256,338,NA,NA,NA
"357","treed_86528",86528,TRUE,NA,"gstat",344925,511,675,NA,NA,NA
"358","treed_86528",86528,TRUE,NA,"gstat",1377329,1021,1349,NA,NA,NA
"359","treed_86528",86528,TRUE,NA,"gstat",5504577,2041,2697,NA,NA,NA
"360","treed_86528",86528,TRUE,NA,"gstat",22008833,4081,5393,NA,NA,NA
"361","treed_344925",344925,TRUE,0.6969432,"snapKrig",88,8,11,0.0032773,0.0079944,0.0112717
"362","treed_344925",344925,TRUE,0.6969432,"snapKrig",352,16,22,0.0036811,0.0210706,0.0247517
"363","treed_344925",344925,TRUE,0.6969432,"snapKrig",1376,32,43,0.0053208,0.0925262,0.097847
"364","treed_344925",344925,TRUE,0.6969432,"snapKrig",5440,64,85,0.0142526,1.432399,1.4466516
"365","treed_344925",344925,TRUE,0.6969432,"snapKrig",21632,128,169,0.053179,10.3142225,10.3674015
"366","treed_344925",344925,TRUE,0.6969432,"snapKrig",86528,256,338,0.3230664,99.7050638,100.0281302
"367","treed_344925",344925,TRUE,0.6969432,"snapKrig",344925,511,675,2.29158,NA,NA
"368","treed_344925",344925,TRUE,0.6969432,"snapKrig",1377329,1021,1349,2.7049134,NA,NA
"369","treed_344925",344925,TRUE,0.6969432,"snapKrig",5504577,2041,2697,4.5131272,NA,NA
"370","treed_344925",344925,TRUE,0.6969432,"snapKrig",22008833,4081,5393,10.628855,NA,NA
"371","treed_344925",344925,TRUE,NA,"fields",88,8,11,NA,NA,NA
"372","treed_344925",344925,TRUE,NA,"fields",352,16,22,NA,NA,NA
"373","treed_344925",344925,TRUE,NA,"fields",1376,32,43,NA,NA,NA
"374","treed_344925",344925,TRUE,NA,"fields",5440,64,85,NA,NA,NA
"375","treed_344925",344925,TRUE,NA,"fields",21632,128,169,NA,NA,NA
"376","treed_344925",344925,TRUE,NA,"fields",86528,256,338,NA,NA,NA
"377","treed_344925",344925,TRUE,NA,"fields",344925,511,675,NA,NA,NA
"378","treed_344925",344925,TRUE,NA,"fields",1377329,1021,1349,NA,NA,NA
"379","treed_344925",344925,TRUE,NA,"fields",5504577,2041,2697,NA,NA,NA
"380","treed_344925",344925,TRUE,NA,"fields",22008833,4081,5393,NA,NA,NA
"381","treed_344925",344925,TRUE,NA,"geoR",88,8,11,NA,NA,NA
"382","treed_344925",344925,TRUE,NA,"geoR",352,16,22,NA,NA,NA
"383","treed_344925",344925,TRUE,NA,"geoR",1376,32,43,NA,NA,NA
"384","treed_344925",344925,TRUE,NA,"geoR",5440,64,85,NA,NA,NA
"385","treed_344925",344925,TRUE,NA,"geoR",21632,128,169,NA,NA,NA
"386","treed_344925",344925,TRUE,NA,"geoR",86528,256,338,NA,NA,NA
"387","treed_344925",344925,TRUE,NA,"geoR",344925,511,675,NA,NA,NA
"388","treed_344925",344925,TRUE,NA,"geoR",1377329,1021,1349,NA,NA,NA
"389","treed_344925",344925,TRUE,NA,"geoR",5504577,2041,2697,NA,NA,NA
"390","treed_344925",344925,TRUE,NA,"geoR",22008833,4081,5393,NA,NA,NA
"391","treed_344925",344925,TRUE,NA,"gstat",88,8,11,NA,NA,NA
"392","treed_344925",344925,TRUE,NA,"gstat",352,16,22,NA,NA,NA
"393","treed_344925",344925,TRUE,NA,"gstat",1376,32,43,NA,NA,NA
"394","treed_344925",344925,TRUE,NA,"gstat",5440,64,85,NA,NA,NA
"395","treed_344925",344925,TRUE,NA,"gstat",21632,128,169,NA,NA,NA
"396","treed_344925",344925,TRUE,NA,"gstat",86528,256,338,NA,NA,NA
"397","treed_344925",344925,TRUE,NA,"gstat",344925,511,675,NA,NA,NA
"398","treed_344925",344925,TRUE,NA,"gstat",1377329,1021,1349,NA,NA,NA
"399","treed_344925",344925,TRUE,NA,"gstat",5504577,2041,2697,NA,NA,NA
"400","treed_344925",344925,TRUE,NA,"gstat",22008833,4081,5393,NA,NA,NA
"401","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",88,8,11,0.0032959,0.0076284,0.0109243
"402","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",352,16,22,0.0035649,0.0218585,0.0254234
"403","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",1376,32,43,0.0051659,0.1059076,0.1110735
"404","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",5440,64,85,0.0144831,1.470516,1.4849991
"405","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",21632,128,169,0.0610569,10.2202376,10.2812945
"406","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",86528,256,338,0.3225167,99.6569241,99.9794408
"407","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",344925,511,675,2.2944346,NA,NA
"408","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",1377329,1021,1349,19.0289221,NA,NA
"409","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",5504577,2041,2697,21.0437017,NA,NA
"410","treed_1377329",1377329,TRUE,5.7107743,"snapKrig",22008833,4081,5393,27.4807736,NA,NA
"411","treed_1377329",1377329,TRUE,NA,"fields",88,8,11,NA,NA,NA
"412","treed_1377329",1377329,TRUE,NA,"fields",352,16,22,NA,NA,NA
"413","treed_1377329",1377329,TRUE,NA,"fields",1376,32,43,NA,NA,NA
"414","treed_1377329",1377329,TRUE,NA,"fields",5440,64,85,NA,NA,NA
"415","treed_1377329",1377329,TRUE,NA,"fields",21632,128,169,NA,NA,NA
"416","treed_1377329",1377329,TRUE,NA,"fields",86528,256,338,NA,NA,NA
"417","treed_1377329",1377329,TRUE,NA,"fields",344925,511,675,NA,NA,NA
"418","treed_1377329",1377329,TRUE,NA,"fields",1377329,1021,1349,NA,NA,NA
"419","treed_1377329",1377329,TRUE,NA,"fields",5504577,2041,2697,NA,NA,NA
"420","treed_1377329",1377329,TRUE,NA,"fields",22008833,4081,5393,NA,NA,NA
"421","treed_1377329",1377329,TRUE,NA,"geoR",88,8,11,NA,NA,NA
"422","treed_1377329",1377329,TRUE,NA,"geoR",352,16,22,NA,NA,NA
"423","treed_1377329",1377329,TRUE,NA,"geoR",1376,32,43,NA,NA,NA
"424","treed_1377329",1377329,TRUE,NA,"geoR",5440,64,85,NA,NA,NA
"425","treed_1377329",1377329,TRUE,NA,"geoR",21632,128,169,NA,NA,NA
"426","treed_1377329",1377329,TRUE,NA,"geoR",86528,256,338,NA,NA,NA
"427","treed_1377329",1377329,TRUE,NA,"geoR",344925,511,675,NA,NA,NA
"428","treed_1377329",1377329,TRUE,NA,"geoR",1377329,1021,1349,NA,NA,NA
"429","treed_1377329",1377329,TRUE,NA,"geoR",5504577,2041,2697,NA,NA,NA
"430","treed_1377329",1377329,TRUE,NA,"geoR",22008833,4081,5393,NA,NA,NA
"431","treed_1377329",1377329,TRUE,NA,"gstat",88,8,11,NA,NA,NA
"432","treed_1377329",1377329,TRUE,NA,"gstat",352,16,22,NA,NA,NA
"433","treed_1377329",1377329,TRUE,NA,"gstat",1376,32,43,NA,NA,NA
"434","treed_1377329",1377329,TRUE,NA,"gstat",5440,64,85,NA,NA,NA
"435","treed_1377329",1377329,TRUE,NA,"gstat",21632,128,169,NA,NA,NA
"436","treed_1377329",1377329,TRUE,NA,"gstat",86528,256,338,NA,NA,NA
"437","treed_1377329",1377329,TRUE,NA,"gstat",344925,511,675,NA,NA,NA
"438","treed_1377329",1377329,TRUE,NA,"gstat",1377329,1021,1349,NA,NA,NA
"439","treed_1377329",1377329,TRUE,NA,"gstat",5504577,2041,2697,NA,NA,NA
"440","treed_1377329",1377329,TRUE,NA,"gstat",22008833,4081,5393,NA,NA,NA
